persid,hhid,persno,primary_mode_raw,travel_mode_3,agegroup,sex,relationship,studying,anywork,anzsco1,anzsco2,emptype,persinc,hhinc_group,totalvehs,owndwell,homelga,homesubregion_asgs_person,homeregion_asgs_person,homesubregion_asgs_hh,homeregion_asgs_hh,perspoststratweight,hhpoststratweight,travdow_person,fulltimework,parttimework,casualwork,activities,mainact,anzsic1,anzsic2,startplace,numstops,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight_group_1,perspoststratweight_group_2,perspoststratweight_group_3,perspoststratweight_group_4,perspoststratweight_group_5,perspoststratweight_group_6,perspoststratweight_group_7,perspoststratweight_group_8,perspoststratweight_group_9,perspoststratweight_group_10,daytype_person,surveyperiod,hhsize,dwelltype,totalbikes,travmonth,travdow_hh,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhpoststratweight_group_1,hhpoststratweight_group_2,hhpoststratweight_group_3,hhpoststratweight_group_4,hhpoststratweight_group_5,hhpoststratweight_group_6,hhpoststratweight_group_7,hhpoststratweight_group_8,hhpoststratweight_group_9,hhpoststratweight_group_10,daytype_hh
Y24H5740123P01,Y24H5740123,1,Vehicle Driver,Private,65->69,Female,Self,No Study,Yes,Clerical and Administrative Workers,CLERICAL AND ADMINISTRATIVE WORKERS(NEC),Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",1,Fully Owned,Casey (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,433.329068446,931.2339557,Tuesday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Manufacturing (NEC),At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,450.577184901,510.804117327,509.524123004,356.312179475,502.843041654,575.243696807,446.042182897,410.030814183,447.05143559,0.0,Weekday,2023-24,1,Separate House,0,July,Tuesday,65->69,65->69,65->69,986.1199325,1107.860428,1057.385785,874.1282017,1080.759661,1207.867429,955.1938346,924.8084706,925.2257348,0.0,Weekday
Y24H5740129P03,Y24H5740129,3,Vehicle Driver,Private,40->44,Male,Child,No Study,Yes,Managers,Chief Executives General Managers and Legislators,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$3,000-$3,499 ($156,000-$181,999)",3,Being Purchased,Casey (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,734.497298419,943.6600754,Monday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Food Product Manufacturing,At Home,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,Yes,No,No,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0,Weekday,2023-24,4,Separate House,0,July,Monday,40->44,55->59,75->79,872.0454184,1170.933282,1091.497798,987.0869209,1102.990383,1092.870863,949.4707747,1004.379149,995.710471,0.0,Weekday
Y24H5740131P02,Y24H5740131,2,Vehicle Driver,Private,45->49,Female,Spouse,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$650-$799 ($33,800-$41,599)","$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Casey (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,946.335436235,1090.796564,Wednesday,No,Yes,No,No other activity,Part-time Work,Manufacturing,Food Product Manufacturing,At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0,Weekday,2023-24,4,Separate House,10,July,Wednesday,15->19,30->34,50->54,1040.728753,1278.020041,1342.640455,1182.243516,1257.590803,1326.079301,1070.503524,1126.419361,1127.261451,0.0,Weekday
Y24H5740131P03,Y24H5740131,3,School Bus,Public,15->19,Male,Child,Secondary,Yes,Sales Workers,Sales Support Workers,Paid Employee,"$1-$149 ($1-$7,799)","$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Casey (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,655.093691622,1090.796564,Wednesday,No,No,Yes,No other activity,Secondary School,Arts and Recreation Services,Sports and Recreation Activities,At Home,4,No,No,No,No,No,No,No,No,No,Missing/Refused,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,610.230342122,720.74311895,701.144237538,622.521832394,782.098706948,742.184184767,654.932213849,787.780497572,686.097736522,0.0,Weekday,2023-24,4,Separate House,10,July,Wednesday,15->19,30->34,50->54,1040.728753,1278.020041,1342.640455,1182.243516,1257.590803,1326.079301,1070.503524,1126.419361,1127.261451,0.0,Weekday
Y24H5740131P04,Y24H5740131,4,Vehicle Passenger,Private,15->19,Female,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Casey (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1154.244964347,1090.796564,Wednesday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1106.87217876,1389.788195234,1331.944950992,1250.42154127,1302.154096118,1386.148108317,1139.715222589,1300.835281021,1172.475420568,0.0,Weekday,2023-24,4,Separate House,10,July,Wednesday,15->19,30->34,50->54,1040.728753,1278.020041,1342.640455,1182.243516,1257.590803,1326.079301,1070.503524,1126.419361,1127.261451,0.0,Weekday
Y24H5740331P01,Y24H5740331,1,Vehicle Driver,Private,60->64,Male,Self,No Study,Yes,Professionals,Health Professionals,Self-Employed,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",2,Fully Owned,Stonnington (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,660.342969764,1089.581127,Wednesday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,2,Yes,Yes,No,No,Yes,No,No,No,No,Not applicable,No,No,No,804.003024835,0.0,893.53519195,647.934413612,677.023679773,687.391893087,822.750361196,584.684141846,647.123527992,697.609506768,Weekday,2023-24,2,Separate House,3,July,Wednesday,60->64,60->64,60->64,1293.078934,0.0,1439.232639,1074.826555,1207.525242,1108.547078,1335.971279,979.1045723,1220.896813,1109.272888,Weekday
Y24H5740337P01,Y24H5740337,1,Vehicle Driver,Private,25->29,Female,Self,Part-time TAFE/Uni,Yes,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Paid Employee,"$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)",1,Being Rented,Stonnington (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,1030.903333264,735.412958,Tuesday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Hospitals,At Home,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,No,1343.318406511,0.0,1343.679368372,967.336145682,1174.579846895,974.619704543,1037.810170611,1345.448298468,954.650637474,897.837964524,Weekday,2023-24,2,Terrace or Townhouse,1,July,Tuesday,15->19,20->24,25->29,821.341199,0.0,976.5663291,721.9343163,823.3870621,712.3202756,860.5403489,821.4413941,819.5861676,740.6343304,Weekday
Y24H5740337P02,Y24H5740337,2,Train,Public,15->19,Female,Sibling,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$650-$799 ($33,800-$41,599)",1,Being Rented,Stonnington (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,646.550865959,735.412958,Tuesday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,10,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,684.632257971,0.0,731.05202017,658.075260609,686.459152468,630.823498458,780.063707692,738.697736088,687.139460015,647.737910447,Weekday,2023-24,2,Terrace or Townhouse,1,July,Tuesday,15->19,20->24,25->29,821.341199,0.0,976.5663291,721.9343163,823.3870621,712.3202756,860.5403489,821.4413941,819.5861676,740.6343304,Weekday
Y24H5740340P01,Y24H5740340,1,Vehicle Driver,Private,55->59,Female,Self,No Study,Yes,Professionals,Arts and Media Professionals,Self-Employed,"$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)",1,Being Rented,Stonnington (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,641.679404901,753.3650805,Friday,Yes,No,No,Keeping House,Full-time Work,Arts and Recreation Services,Arts and Recreation Services (NEC),At Home,10,Yes,No,No,Yes,No,No,No,No,No,Not applicable,No,No,No,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722,Weekday,2023-24,2,"Unit, Flat or Apartment",2,July,Friday,15->19,35->39,55->59,831.452565,0.0,1011.678953,773.3904984,859.2492284,747.7656682,869.0498271,789.5418554,839.4616971,739.9627944,Weekday
Y24H5740340P02,Y24H5740340,2,Walking,Active,15->19,Male,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$800-$999 ($41,600-$51,999)",1,Being Rented,Stonnington (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,600.545152127,753.3650805,Friday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,593.961970463,0.0,786.737993335,638.508482038,721.224118686,590.120041057,718.032091864,695.991864858,626.199577925,555.262337174,Weekday,2023-24,2,"Unit, Flat or Apartment",2,July,Friday,15->19,35->39,55->59,831.452565,0.0,1011.678953,773.3904984,859.2492284,747.7656682,869.0498271,789.5418554,839.4616971,739.9627944,Weekday
Y24H5740501P03,Y24H5740501,3,Walking,Active,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Purchased,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,308.140083574,357.1606022,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,343.5568976,444.45931415,0.0,344.070873747,339.071996385,414.017911546,289.852405363,313.820819347,290.262662464,356.838391379,Weekday,2023-24,4,Terrace or Townhouse,2,July,Monday,5->9,20->24,40->44,398.0040519,472.0204718,0.0,387.1957112,410.951159,455.7188629,404.4170516,365.9359709,341.8981035,393.0810429,Weekday
Y24H5740501P04,Y24H5740501,4,Walking,Active,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Purchased,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,308.140083574,357.1606022,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,343.5568976,444.45931415,0.0,344.070873747,339.071996385,414.017911546,289.852405363,313.820819347,290.262662464,356.838391379,Weekday,2023-24,4,Terrace or Townhouse,2,July,Monday,5->9,20->24,40->44,398.0040519,472.0204718,0.0,387.1957112,410.951159,455.7188629,404.4170516,365.9359709,341.8981035,393.0810429,Weekday
Y24H5740505P01,Y24H5740505,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Self-Employed,"$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,419.509162416,423.2629917,Friday,No,Yes,No,No other activity,Part-time Work,Transport Postal and Warehousing,Road Transport,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,Missing/Refused,532.14915538,508.719687868,0.0,488.95855572,479.644325829,498.265569905,402.360387198,414.380399792,425.818006495,460.194014554,Weekday,2023-24,3,Separate House,1,July,Friday,5->9,20->24,35->39,506.765794,541.0392841,0.0,469.2281535,475.8609943,482.199115,459.9033974,409.3348095,422.4376791,495.2093589,Weekday
Y24H5740505P03,Y24H5740505,3,Public Bus,Public,5->9,Female,Child,No Study,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$1-$149 ($1-$7,799)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,968.436561652,423.2629917,Friday,Not applicable,Not applicable,Not applicable,Not Yet at School,Not Yet at School,Not in Work Force,Not In Work Force,At Home,6,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1278.01105775,1328.781148245,0.0,1115.475475633,1110.145993761,893.09746318,1082.455921978,888.814447785,945.854923914,1182.269100278,Weekday,2023-24,3,Separate House,1,July,Friday,5->9,20->24,35->39,506.765794,541.0392841,0.0,469.2281535,475.8609943,482.199115,459.9033974,409.3348095,422.4376791,495.2093589,Weekday
Y24H5740510P02,Y24H5740510,2,Train,Public,35->39,Female,Spouse,No Study,Yes,Professionals,Health Professionals,Employer,"$1,250-$1,499 ($65,000-$77,999)","$4,500-$4,999 ($234,000-$259,999)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,306.537486477,415.3579231,Wednesday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Hospitals,At Home,10,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Concession,No,No,No,366.583693924,401.87518377,0.0,340.738669691,340.038839377,357.283852794,289.616145897,303.85848476,305.579988192,383.714708754,Weekday,2023-24,3,Separate House,0,July,Wednesday,5->9,25->29,40->44,505.7965934,516.8044132,0.0,452.8780014,463.2327509,480.2930628,438.5429612,406.8083231,419.2189735,488.5573022,Weekday
Y24H5740517P01,Y24H5740517,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Labourers,Factory Process Workers,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$2,000-$2,499 ($104,000-$129,999)",3,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,871.741667124,879.542139,Wednesday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Warehousing and Storage Services,At Home,7,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1161.728043913,900.436878135,0.0,965.525096167,898.84257024,1140.927766978,925.178368886,893.237595483,931.821701431,944.309973453,Weekday,2023-24,2,"Unit, Flat or Apartment",0,July,Wednesday,35->39,35->39,35->39,1106.313951,957.6427559,0.0,926.5643329,891.7526929,1104.138822,1057.491464,882.3613308,924.4244979,1016.16084,Weekday
Y24H5740517P02,Y24H5740517,2,Vehicle Passenger,Private,35->39,Female,Spouse,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,"$650-$799 ($33,800-$41,599)","$2,000-$2,499 ($104,000-$129,999)",3,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,649.109169529,879.542139,Wednesday,No,Yes,No,No other activity,Part-time Work,Agriculture Forestry and Fishing,Agriculture Forestry and Fishing (NEC),At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,801.8176872,744.677964676,0.0,697.133217376,654.596528669,821.354716472,698.373088487,659.064630149,673.837886686,798.096475413,Weekday,2023-24,2,"Unit, Flat or Apartment",0,July,Wednesday,35->39,35->39,35->39,1106.313951,957.6427559,0.0,926.5643329,891.7526929,1104.138822,1057.491464,882.3613308,924.4244979,1016.16084,Weekday
Y24H5740519P03,Y24H5740519,3,Walking,Active,15->19,Male,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$650-$799 ($33,800-$41,599)",3,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,760.612400241,739.6802725,Friday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,919.927596952,964.738120947,0.0,815.588395302,764.090832862,822.093973884,1088.148065041,733.910657655,782.460450764,894.27442955,Weekday,2023-24,3,Separate House,0,July,Friday,15->19,35->39,45->49,929.9036085,885.9647948,0.0,806.8241511,770.7392026,817.6051118,956.2349976,714.572634,761.9405763,871.0267222,Weekday
Y24H5740522P03,Y24H5740522,3,Vehicle Passenger,Private,10->14,Male,Child,Secondary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$4,000-$4,499 ($208,000-$233,999)",1,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,576.411655797,285.7284818,Monday,Not applicable,Not applicable,Not applicable,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,6,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,No,No,No,688.060413002,0.0,611.924026734,631.636684684,608.620184539,647.462029913,947.704985632,568.002576827,552.995139346,649.157301959,Weekday,2023-24,4,Separate House,0,July,Monday,5->9,25->29,40->44,318.4032415,0.0,302.0601199,309.756569,328.7609272,364.5750903,323.5336413,292.7487767,273.5184828,314.4648343,Weekday
Y24H5740525P03,Y24H5740525,3,Walking,Active,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$1,000-$1,249 ($52,000-$64,999)",2,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,463.458662667,537.1880644,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,573.571494303,0.0,469.537830517,539.982010763,416.454928695,662.476718842,467.85068756,443.422476887,430.080786236,557.382354084,Weekday,2023-24,5,Separate House,3,July,Thursday,0->4,15->19,35->39,664.471534,0.0,530.5963554,607.6617774,504.7383371,729.2030818,652.7694515,517.060133,506.5887701,613.9934556,Weekday
Y24H5740525P04,Y24H5740525,4,Walking,Active,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$1,000-$1,249 ($52,000-$64,999)",2,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,463.458662667,537.1880644,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,573.571494303,0.0,469.537830517,539.982010763,416.454928695,662.476718842,467.85068756,443.422476887,430.080786236,557.382354084,Weekday,2023-24,5,Separate House,3,July,Thursday,0->4,15->19,35->39,664.471534,0.0,530.5963554,607.6617774,504.7383371,729.2030818,652.7694515,517.060133,506.5887701,613.9934556,Weekday
Y24H5740529P03,Y24H5740529,3,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,500-$2,999 ($130,000-$155,999)",1,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,328.682755812,285.7284818,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,366.460690774,0.0,356.400622191,367.008931997,361.676796144,441.619105649,309.175899054,334.742207304,309.613506628,380.627617471,Weekday,2023-24,4,Separate House,0,July,Monday,5->9,20->24,35->39,318.4032415,0.0,302.0601199,309.756569,328.7609272,364.5750903,323.5336413,292.7487767,273.5184828,314.4648343,Weekday
Y24H5740530P02,Y24H5740530,2,Vehicle Driver,Private,45->49,Male,Spouse,No Study,Yes,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$5,000-$5,999 ($260,000-$311,999)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,429.658687345,330.5415627,Tuesday,No,No,Yes,No other activity,Casual Work,Transport Postal and Warehousing,Warehousing and Storage Services,At Home,5,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not applicable,No,No,No,540.812361321,0.0,465.653874302,463.520207291,455.161334619,571.595641674,465.002402035,433.057110709,443.856359625,484.058252295,Weekday,2023-24,3,Separate House,0,July,Tuesday,10->14,35->39,55->59,400.4823773,0.0,361.9121289,350.4071042,364.8001284,367.4736309,364.3201278,340.698398,329.9486608,396.5270197,Weekday
Y24H5740530P03,Y24H5740530,3,Vehicle Passenger,Private,10->14,Male,Grandchild,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$5,000-$5,999 ($260,000-$311,999)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,243.256577508,330.5415627,Tuesday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,331.547509914,0.0,274.655951215,267.131638081,287.571223489,258.593715259,254.786831796,248.059617364,246.45117464,281.153467676,Weekday,2023-24,3,Separate House,0,July,Tuesday,10->14,35->39,55->59,400.4823773,0.0,361.9121289,350.4071042,364.8001284,367.4736309,364.3201278,340.698398,329.9486608,396.5270197,Weekday
Y24H5740533P01,Y24H5740533,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Machinery Operators and Drivers,Mobile Plant Operators,Paid Employee,"$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)",2,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,402.847679723,406.4524197,Friday,No,No,Yes,No other activity,Casual Work,Transport Postal and Warehousing,Transport Postal and Warehousing (NEC),At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,488.24553869,0.0,405.207297772,453.035197746,444.701177779,562.109936277,404.780422672,410.385719641,388.48562175,418.579096252,Weekday,2023-24,4,Separate House,1,July,Friday,0->4,20->24,35->39,464.9563671,0.0,399.9171827,434.7543709,441.1934703,543.9848349,462.6695309,405.3887695,385.4016549,450.4280355,Weekday
Y24H5740533P02,Y24H5740533,2,Vehicle Driver,Private,35->39,Female,Spouse,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,Nil income,"$400-$499 ($20,800-$25,999)",2,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,299.965153317,406.4524197,Friday,No,No,Yes,No other activity,Casual Work,Transport Postal and Warehousing,Warehousing and Storage Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,336.984125218,0.0,285.530530093,327.102719798,323.860770403,404.663345656,305.54946316,302.798173634,280.929634893,353.767841907,Weekday,2023-24,4,Separate House,1,July,Friday,0->4,20->24,35->39,464.9563671,0.0,399.9171827,434.7543709,441.1934703,543.9848349,462.6695309,405.3887695,385.4016549,450.4280355,Weekday
Y24H5740533P03,Y24H5740533,3,Vehicle Passenger,Private,5->9,Male,Child,No Study,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$400-$499 ($20,800-$25,999)",2,Fully Owned,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,846.008892003,406.4524197,Friday,Not applicable,Not applicable,Not applicable,Not Yet at School,Not Yet at School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1092.757679428,0.0,896.937697613,947.000570999,938.656009405,881.628946866,978.506275202,807.77461932,781.290280646,941.567830614,Weekday,2023-24,4,Separate House,1,July,Friday,0->4,20->24,35->39,464.9563671,0.0,399.9171827,434.7543709,441.1934703,543.9848349,462.6695309,405.3887695,385.4016549,450.4280355,Weekday
Y24H5740536P01,Y24H5740536,1,Vehicle Driver,Private,25->29,Female,Self,No Study,No,Not in Work Force,Not in Work Force,Not in Work Force,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",1,Being Purchased,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,610.972399041,449.2660346,Monday,No,No,No,No other activity,Other,Not in Work Force,Not In Work Force,At Home,6,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,737.790732693,0.0,651.561616074,803.155415879,661.703935663,666.732845136,757.702174089,623.081695142,610.181495559,661.530404877,Weekday,2023-24,1,Separate House,1,July,Monday,25->29,25->29,25->29,549.8448543,0.0,461.464944,546.6954798,481.0910194,564.8203338,506.9488867,454.0872658,447.9577184,486.3660699,Weekday
Y24H5740539P01,Y24H5740539,1,Vehicle Driver,Private,25->29,Male,Self,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Paid Employee,"$650-$799 ($33,800-$41,599)","$1,250-$1,499 ($65,000-$77,999)",1,Being Rented,Wyndham (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,477.981506367,384.0427368,Thursday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Road Transport,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,628.115608714,0.0,549.902335139,587.789084245,531.984311638,572.828248145,500.613268874,469.229589268,480.542950695,515.834497233,Weekday,2023-24,2,Separate House,0,July,Thursday,25->29,25->29,25->29,452.1004461,0.0,441.5680617,420.0828994,408.802005,485.4668476,404.2431759,376.2247781,382.6129,448.8830449,Weekday
