persid,hhid,persno,primary_mode_raw,travel_mode_3,agegroup,sex,relationship,studying,anywork,anzsco1,anzsco2,emptype,persinc,hhinc_group,totalvehs,owndwell,homelga,homesubregion_asgs_person,homeregion_asgs_person,homesubregion_asgs_hh,homeregion_asgs_hh,perspoststratweight,hhpoststratweight,travdow_person,fulltimework,parttimework,casualwork,activities,mainact,anzsic1,anzsic2,startplace,numstops,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight_group_1,perspoststratweight_group_2,perspoststratweight_group_3,perspoststratweight_group_4,perspoststratweight_group_5,perspoststratweight_group_6,perspoststratweight_group_7,perspoststratweight_group_8,perspoststratweight_group_9,perspoststratweight_group_10,daytype_person,surveyperiod,hhsize,dwelltype,totalbikes,travmonth,travdow_hh,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhpoststratweight_group_1,hhpoststratweight_group_2,hhpoststratweight_group_3,hhpoststratweight_group_4,hhpoststratweight_group_5,hhpoststratweight_group_6,hhpoststratweight_group_7,hhpoststratweight_group_8,hhpoststratweight_group_9,hhpoststratweight_group_10,daytype_hh
Y24H6080311P03,Y24H6080311,3,Vehicle Passenger,Private,15->19,Female,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$6,000-$7,999 ($312,000-$415,999)",1,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,292.842557699,238.3938442,Thursday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,7,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,No,No,No,258.395951323,379.703532045,312.32076141,296.746230162,301.794955166,393.514436064,415.082389491,290.003981345,351.583850517,0.0,Weekday,2023-24,4,Separate House,3,March,Thursday,10->14,30->34,50->54,227.5236926,290.6343881,242.9046181,282.1727304,250.7520515,296.8748056,291.9883131,236.5194467,289.8734849,0.0,Weekday
Y24H6080311P04,Y24H6080311,4,Vehicle Passenger,Private,10->14,Male,Child,Secondary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$6,000-$7,999 ($312,000-$415,999)",1,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,335.114458332,238.3938442,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,330.497950691,364.965171948,352.476558252,355.140056974,330.4188047,385.167628013,709.104548592,318.626973279,399.981917057,0.0,Weekday,2023-24,4,Separate House,3,March,Thursday,10->14,30->34,50->54,227.5236926,290.6343881,242.9046181,282.1727304,250.7520515,296.8748056,291.9883131,236.5194467,289.8734849,0.0,Weekday
Y24H6080317P01,Y24H6080317,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Clerical and Administrative Workers,Office Managers and Program Administrators,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$5,000-$5,999 ($260,000-$311,999)",1,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,172.094286051,249.93575,Wednesday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration,At Home,2,Yes,No,No,No,Yes,Yes,No,No,No,Not applicable,No,No,Yes,171.140424325,189.494372742,176.529513015,187.463567422,192.323033228,239.564655491,195.48852138,172.821134954,205.369236083,0.0,Weekday,2023-24,4,Terrace or Townhouse,3,March,Wednesday,0->4,20->24,40->44,242.7333378,296.9045949,258.3658891,289.5681392,270.1708895,318.5739375,293.8946043,254.2074136,310.6360551,0.0,Weekday
Y24H6080317P03,Y24H6080317,3,Walking,Active,5->9,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$5,000-$5,999 ($260,000-$311,999)",1,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,182.253135784,249.93575,Wednesday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,175.007533697,235.852311852,198.758257805,194.032733643,192.934773426,246.687322172,209.227128241,185.20390016,217.279762319,0.0,Weekday,2023-24,4,Terrace or Townhouse,3,March,Wednesday,0->4,20->24,40->44,242.7333378,296.9045949,258.3658891,289.5681392,270.1708895,318.5739375,293.8946043,254.2074136,310.6360551,0.0,Weekday
Y24H6080323P01,Y24H6080323,1,Train,Public,60->64,Female,Self,No Study,Yes,Professionals,Business Human Resource and Marketing Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$5,000-$5,999 ($260,000-$311,999)",2,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,519.234549892,549.5586661,Tuesday,No,Yes,No,No other activity,Part-time Work,Administrative and Support Services,Administrative Services,At Home,7,Yes,Yes,No,Yes,No,Yes,No,No,No,Full Adult,No,No,No,525.099033947,637.701264555,474.700052503,496.346156007,503.558776392,741.542821995,584.840907364,532.450905524,0.0,685.685702889,Weekday,2023-24,2,Separate House,3,March,Tuesday,60->64,60->64,60->64,551.2437276,601.7597157,550.8835719,620.6168514,544.1468249,719.2471345,624.3112013,578.251438,0.0,649.5674621,Weekday
Y24H6080325P01,Y24H6080325,1,Train,Public,25->29,Male,Self,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)",0,Being Rented,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,424.788032732,542.3115035,Thursday,Yes,No,No,No other activity,Full-time Work,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,6,Yes,Yes,Yes,Yes,No,No,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,445.076464315,438.775647837,399.28099373,485.845326006,422.625873257,582.562007278,550.567256878,437.249721843,0.0,455.858173996,Weekday,2023-24,1,"Unit, Flat or Apartment",0,March,Thursday,25->29,25->29,25->29,555.7029247,580.9121793,523.3976334,637.7529118,515.240467,804.6189215,592.9386545,559.3005785,0.0,585.6812601,Weekday
Y24H6080327P04,Y24H6080327,4,Vehicle Passenger,Private,20->24,Male,Child,Full-time TAFE/Uni,Yes,Labourers,Food Preparation Assistants,Paid Employee,"$1-$149 ($1-$7,799)","$8,000 or more ($416,000 or more)",2,Being Purchased,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,637.243238181,454.456514,Saturday,No,No,Yes,No other activity,Full-time TAFE/Uni,Accommodation and Food Services,Food and Beverage Services,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,598.532404705,609.260728001,625.115814015,710.532189301,697.064972941,914.050880271,1000.339614604,646.875909655,0.0,730.114091343,Weekend,2023-24,4,Separate House,1,March,Saturday,20->24,40->44,60->64,434.4757542,585.25969,438.0012118,511.6456076,475.3221157,589.6065713,547.6052038,464.49499,0.0,510.4658386,Weekend
Y24H6080329P01,Y24H6080329,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Professionals,Education Professionals,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Rented,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,344.737951311,500.6693736,Monday,Yes,No,No,No other activity,Full-time Work,Education and Training,Preschool and School Education,At Home,10,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,362.103126502,343.913101043,335.742025459,431.114273586,365.710327854,470.295593477,402.075363388,344.452948087,0.0,384.271226485,Weekday,2023-24,1,Separate House,0,March,Monday,40->44,40->44,40->44,513.5811767,538.8517794,491.3868816,665.9265034,513.7412971,625.4007658,604.4742626,506.6654207,0.0,540.9235334,Weekday
Y24H6080336P01,Y24H6080336,1,Walking,Active,45->49,Female,Self,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,"$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)",1,Being Rented,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,343.544705899,326.6116532,Monday,No,Yes,No,No other activity,Part-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,319.678208492,447.4021796,348.811299782,362.458320283,358.156046024,482.10293219,411.135568813,331.903768427,0.0,416.030081645,Weekday,2023-24,3,"Unit, Flat or Apartment",3,March,Monday,10->14,20->24,45->49,320.5907317,366.8666715,345.6008518,398.1087774,356.0118885,373.2229814,380.1512325,323.0351159,0.0,383.1533872,Weekday
Y24H6080336P02,Y24H6080336,2,Walking,Active,10->14,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$800-$999 ($41,600-$51,999)",1,Being Rented,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,287.137543834,326.6116532,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,304.688936884,288.690286102,320.764615822,315.741886508,340.710003117,346.233928026,332.120509324,280.786358607,0.0,326.535971714,Weekday,2023-24,3,"Unit, Flat or Apartment",3,March,Monday,10->14,20->24,45->49,320.5907317,366.8666715,345.6008518,398.1087774,356.0118885,373.2229814,380.1512325,323.0351159,0.0,383.1533872,Weekday
Y24H6080336P03,Y24H6080336,3,Walking,Active,10->14,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$800-$999 ($41,600-$51,999)",1,Being Rented,Hobsons Bay (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,287.137543834,326.6116532,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,304.688936884,288.690286102,320.764615822,315.741886508,340.710003117,346.233928026,332.120509324,280.786358607,0.0,326.535971714,Weekday,2023-24,3,"Unit, Flat or Apartment",3,March,Monday,10->14,20->24,45->49,320.5907317,366.8666715,345.6008518,398.1087774,356.0118885,373.2229814,380.1512325,323.0351159,0.0,383.1533872,Weekday
Y24H6080403P01,Y24H6080403,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$3,000-$3,499 ($156,000-$181,999)",2,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,841.018676981,1201.272007,Wednesday,Yes,No,No,No other activity,Full-time Work,Construction,Construction Services,At Home,13,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1015.339398326,1135.155775467,825.929126901,934.001299631,880.332001893,867.179897445,954.746597457,999.303074152,0.0,869.799547842,Weekday,2023-24,3,"Unit, Flat or Apartment",4,March,Wednesday,10->14,30->34,40->44,1332.088823,1756.133199,1207.576319,1277.286864,1268.926148,1244.283659,1267.950331,1437.64886,0.0,1291.069026,Weekday
Y24H6080403P02,Y24H6080403,2,Vehicle Driver,Private,40->44,Male,Spouse,No Study,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$3,000-$3,499 ($156,000-$181,999)",2,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,824.452052417,1201.272007,Wednesday,Yes,No,No,No other activity,Full-time Work,Construction,Heavy and Civil Engineering Construction,At Home,10,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,996.006714693,1141.303176018,820.933030665,881.135990954,870.512515372,863.467673772,858.034330549,999.831677653,0.0,886.487458665,Weekday,2023-24,3,"Unit, Flat or Apartment",4,March,Wednesday,10->14,30->34,40->44,1332.088823,1756.133199,1207.576319,1277.286864,1268.926148,1244.283659,1267.950331,1437.64886,0.0,1291.069026,Weekday
Y24H6080403P03,Y24H6080403,3,Vehicle Passenger,Private,10->14,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,000-$3,499 ($156,000-$181,999)",2,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1077.583768919,1201.272007,Wednesday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,5,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1251.153716274,1398.999594002,1115.22085137,1172.772463116,1108.977039268,1072.304613665,1275.473978039,1289.355564135,0.0,1091.831597628,Weekday,2023-24,3,"Unit, Flat or Apartment",4,March,Wednesday,10->14,30->34,40->44,1332.088823,1756.133199,1207.576319,1277.286864,1268.926148,1244.283659,1267.950331,1437.64886,0.0,1291.069026,Weekday
Y24H6080409P02,Y24H6080409,2,Vehicle Driver,Private,65->69,Male,Spouse,No Study,Yes,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",1,Fully Owned,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,393.722480559,899.3918604,Tuesday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,Yes,423.098376185,772.036392162,363.276599027,358.365122288,414.509391189,512.796055968,388.870823671,393.137130818,0.0,410.708608465,Weekday,2023-24,2,Separate House,0,March,Tuesday,65->69,70->74,75->79,1064.373707,1122.34195,860.7349938,897.2030587,993.1142611,1157.996295,965.5152186,983.8013501,0.0,945.9358217,Weekday
Y24H6080417P01,Y24H6080417,1,Vehicle Driver,Private,45->49,Male,Self,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1004.859259766,966.7808179,Wednesday,Yes,No,No,No other activity,Full-time Work,Construction,Construction Services,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1024.256670236,1460.486477982,1095.379662222,1090.889364132,1122.517181757,1129.716891944,1113.165387655,1030.737469261,0.0,1122.534327227,Weekday,2023-24,1,Separate House,0,March,Wednesday,45->49,45->49,45->49,1044.773122,1442.626218,1049.82962,1005.701004,1028.186183,1101.295153,1021.905313,1015.410412,0.0,1047.478566,Weekday
Y24H6080418P01,Y24H6080418,1,Vehicle Driver,Private,65->69,Male,Self,No Study,Yes,Technicians and Trades Workers,Construction Trades Workers,Self-Employed,"$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)",1,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,546.451916351,922.1353716,Thursday,No,Yes,No,No other activity,Part-time Work,Construction,Building Construction,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,525.871027217,1204.493970601,556.252769848,586.250366837,511.311167004,573.393830901,571.078650221,548.866154923,0.0,605.087227705,Weekday,2023-24,1,Separate House,Missing/Refused,March,Thursday,65->69,65->69,65->69,979.3077494,1412.159984,987.0051496,980.0159611,954.2841397,1026.282273,1015.27692,944.7572962,0.0,1017.345668,Weekday
Y24H6080424P01,Y24H6080424,1,Vehicle Driver,Private,30->34,Male,Self,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Self-Employed,"$400-$499 ($20,800-$25,999)","$1,750-$1,999 ($91,000-$103,999)",1,Occupied Rent-Free,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,691.071903201,645.8138096,Wednesday,Yes,No,No,No other activity,Full-time Work,Accommodation and Food Services,Food and Beverage Services,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,1043.079094124,666.761320101,755.187576083,828.35808451,945.501247034,686.81886226,705.385099748,737.730947022,760.989377531,Weekday,2023-24,2,Separate House,0,March,Wednesday,30->34,30->34,30->34,0.0,818.0767389,639.714259,662.6146286,720.6185609,864.8668568,664.1253443,671.2574269,766.8635469,665.9879116,Weekday
Y24H6080428P01,Y24H6080428,1,Train,Public,25->29,Female,Self,Full-time TAFE/Uni,Yes,Community and Personal Service Workers,Carers and Aides,Paid Employee,"$500-$649 ($26,000-$33,799)","$1,250-$1,499 ($65,000-$77,999)",1,Being Rented,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1117.712268224,823.0114947,Sunday,No,Yes,No,No other activity,Full-time TAFE/Uni,Health Care and Social Assistance,Residential Care Services,At Home,6,No,No,No,No,No,No,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,0.0,1090.72197238,1137.917342531,1160.787670538,1116.403000577,1222.829929174,1448.528845382,1354.838881756,1269.323241736,1315.296595909,Weekend,2023-24,3,"Unit, Flat or Apartment",0,March,Sunday,20->24,25->29,25->29,0.0,1102.608719,831.2458991,898.9392855,786.7849577,936.2677142,865.73355,903.3310415,1028.299309,903.9253673,Weekend
Y24H6080428P02,Y24H6080428,2,Vehicle Driver,Private,25->29,Male,Spouse,Full-time TAFE/Uni,Yes,Community and Personal Service Workers,Carers and Aides,Paid Employee,"$650-$799 ($33,800-$41,599)","$1,250-$1,499 ($65,000-$77,999)",1,Being Rented,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1095.695254779,823.0114947,Sunday,No,Yes,No,No other activity,Full-time TAFE/Uni,Health Care and Social Assistance,Residential Care Services,At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,1096.628743062,1131.034010333,1095.086050491,1103.950307511,1217.595238859,1301.798279709,1355.555553798,1241.233697803,1340.531780674,Weekend,2023-24,3,"Unit, Flat or Apartment",0,March,Sunday,20->24,25->29,25->29,0.0,1102.608719,831.2458991,898.9392855,786.7849577,936.2677142,865.73355,903.3310415,1028.299309,903.9253673,Weekend
Y24H6080431P02,Y24H6080431,2,Vehicle Driver,Private,70->74,Male,Child,No Study,Yes,Professionals,Legal Social and Welfare Professionals,Self-Employed,"$2,000-$2,999 ($104,000-$155,999)","$4,500-$4,999 ($234,000-$259,999)",2,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,336.850777557,659.3295302,Wednesday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Order Safety and Regulatory Services,At Home,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,No,0.0,616.315278195,341.128741863,316.16878635,440.402256892,325.781326113,399.275397297,372.572484358,304.009074474,369.850832072,Weekday,2023-24,4,Separate House,2,March,Wednesday,40->44,65->69,90->94,0.0,1016.516573,660.5002596,660.2808781,708.6873694,675.4531363,781.8659831,763.3045997,726.2380251,714.3524596,Weekday
Y24H6080431P03,Y24H6080431,3,Vehicle Driver,Private,60->64,Female,Child,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$4,500-$4,999 ($234,000-$259,999)",2,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,486.556550288,659.3295302,Wednesday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Order Safety and Regulatory Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,776.19744633,462.350898598,456.520602648,588.658642414,533.045102016,557.090302139,633.436822993,513.647374379,497.852955512,Weekday,2023-24,4,Separate House,2,March,Wednesday,40->44,65->69,90->94,0.0,1016.516573,660.5002596,660.2808781,708.6873694,675.4531363,781.8659831,763.3045997,726.2380251,714.3524596,Weekday
Y24H6080437P01,Y24H6080437,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",3,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,642.180911167,917.26138,Tuesday,Yes,No,No,No other activity,Full-time Work,Information Media and Telecommunications,Telecommunications Services,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,1048.399303037,620.173098754,689.733452262,655.981917087,616.230170771,732.087724305,734.29709868,706.666284282,695.589388015,Weekday,2023-24,3,Terrace or Townhouse,6,March,Tuesday,10->14,30->34,40->44,0.0,1621.917328,906.7440814,943.2400991,945.5439601,884.2053811,972.2484216,1056.397618,1085.91402,1032.483767,Weekday
Y24H6080437P02,Y24H6080437,2,Vehicle Driver,Private,35->39,Male,Spouse,No Study,Yes,Managers,Hospitality Retail and Service Managers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",3,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,649.418897189,917.26138,Tuesday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Fabricated Metal Product Manufacturing,At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,0.0,1123.756701765,631.72460529,640.805696477,695.195725021,691.675743371,618.394345702,731.802462979,763.614236335,773.639810272,Weekday,2023-24,3,Terrace or Townhouse,6,March,Tuesday,10->14,30->34,40->44,0.0,1621.917328,906.7440814,943.2400991,945.5439601,884.2053811,972.2484216,1056.397618,1085.91402,1032.483767,Weekday
Y24H6080437P03,Y24H6080437,3,Bicycle,Active,10->14,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$5,000-$5,999 ($260,000-$311,999)",3,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,822.81612231,917.26138,Tuesday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,0.0,1292.078348188,837.396271256,866.059180027,826.357422722,761.994664711,978.017459795,947.430338602,1046.304707462,873.151146944,Weekday,2023-24,3,Terrace or Townhouse,6,March,Tuesday,10->14,30->34,40->44,0.0,1621.917328,906.7440814,943.2400991,945.5439601,884.2053811,972.2484216,1056.397618,1085.91402,1032.483767,Weekday
Y24H6080439P01,Y24H6080439,1,Train,Public,45->49,Male,Self,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)",1,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,575.02055043,553.2305471,Thursday,Yes,No,No,No other activity,Full-time Work,Financial and Insurance Services,Financial and Insurance Services (NEC),At Home,8,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,0.0,794.933041562,580.063827951,611.984673961,593.991748254,648.82905189,722.954202758,589.49889228,641.002843872,624.376762765,Weekday,2023-24,4,Terrace or Townhouse,0,March,Thursday,5->9,25->29,45->49,0.0,785.211821,555.9425735,564.1943364,544.0755103,632.5056261,663.6846144,580.7330486,622.1231084,582.629199,Weekday
Y24H6080439P03,Y24H6080439,3,Vehicle Passenger,Private,15->19,Female,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,500-$3,999 ($182,000-$207,999)",1,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,527.148395086,553.2305471,Thursday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,0.0,809.486863898,517.479798735,562.976015553,521.415728291,572.411038635,724.446822655,568.880860727,639.707837381,502.908913167,Weekday,2023-24,4,Terrace or Townhouse,0,March,Thursday,5->9,25->29,45->49,0.0,785.211821,555.9425735,564.1943364,544.0755103,632.5056261,663.6846144,580.7330486,622.1231084,582.629199,Weekday
Y24H6080439P04,Y24H6080439,4,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,500-$3,999 ($182,000-$207,999)",1,Being Purchased,Whittlesea (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,510.183125003,553.2305471,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,0.0,853.233725796,505.061963491,517.31679467,511.806002848,580.476333543,632.045531496,478.735354642,562.932345093,566.141314214,Weekday,2023-24,4,Terrace or Townhouse,0,March,Thursday,5->9,25->29,45->49,0.0,785.211821,555.9425735,564.1943364,544.0755103,632.5056261,663.6846144,580.7330486,622.1231084,582.629199,Weekday
Y24H6080502P02,Y24H6080502,2,Train,Public,25->29,Female,Child,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,"$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)",1,Fully Owned,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,416.803760482,339.6926251,Tuesday,Yes,No,No,No other activity,Full-time Work,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,7,No,No,No,No,No,No,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,459.72175443,491.127468667,468.61430222,457.41188597,512.883954875,396.520127779,467.495443942,461.697582677,424.383914222,0.0,Weekday,2023-24,2,Separate House,0,March,Tuesday,25->29,40->44,50->54,360.377639,423.6996223,392.7592734,345.8808138,403.6800691,350.1630863,353.7975823,382.7832889,358.4861928,0.0,Weekday
